"estimate","std.error","Adjusted.SE","statistic","p.value","term"
-4.28741930064108,0.652318167019095,0.652705566943722,6.56868811571015,0,"(Intercept)"
1.39945789032661,0.11286379190519,0.112932831753519,12.3919489894754,0,"log10(area)"
-4.83654200823604,0.319202422865551,0.3194002970169,15.1425720433195,0,"depth"
-0.791212760719256,0.269809111197165,0.269974187800186,2.93069780917297,0.003382,"eutro"
-0.195003373182046,0.109366985597912,0.109434769346521,1.78191423389924,0.0747632,"log10(RT)"
-0.239061556804276,0.295651384890632,0.295834725446621,0.808091600617086,0.4190379,"human_impact"
