"estimate","std.error","Adjusted.SE","statistic","p.value","term"
-12.8498187598243,4.42451816014118,4.47986773076344,2.86834780223177,0.0041262,"(Intercept)"
-2.44409950509875,1.37909141637223,1.39761474807935,1.74876482124814,0.0803317,"human_impact"
2.20682910587627,0.6080762094032,0.616232068950039,3.58116563072798,0.0003421,"log10(area)"
-21.0955714839206,4.65883524783455,4.71890721875924,4.47043573988033,7.8e-06,"log10(depth)"
-2.34753274304616,1.80192567346954,1.82628389536558,1.28541501625422,0.1986473,"eutro"
0.283108277588863,0.525896879980132,0.533019162423358,0.531140899891326,0.5953211,"log10(RT)"
