"estimate","std.error","Adjusted.SE","statistic","p.value","term"
-4.04981528348242,0.709255902505091,0.709670409675225,5.70661426525559,1e-08,"(Intercept)"
-0.604500693,0.301575791640535,0.301749806265664,2.00331758446198,0.04514321,"human_impact"
1.50511738642733,0.119758386163697,0.119831716738844,12.5602588979637,0,"log10(area)"
-5.18806841460946,0.334399469586808,0.334604612536156,15.5050714193274,0,"depth"
-0.506218358832359,0.282717039488894,0.282892359145274,1.78943807588808,0.07354429,"eutro"
-0.373525963206554,0.111767474790336,0.111836000194025,3.33994386922388,0.00083795,"log10(RT)"
