"estimate","std.error","Adjusted.SE","statistic","p.value","term"
-4.26050497299006,0.62792581642949,0.62831425301832,6.78085043037506,0,"(Intercept)"
1.44151842309221,0.11174740654417,0.111816635524365,12.8918064501959,0,"log10(area)"
-4.78326793672647,0.30743995921372,0.307630538939954,15.5487421801777,0,"depth"
-0.506248427027086,0.268208674836292,0.268374818280219,1.88634846693587,0.059248,"eutro"
-0.403800045929394,0.112713196750874,0.112783066017647,3.58032513379458,0.0003432,"log10(RT)"
-0.0564922452886966,0.294792395929908,0.29497520380612,0.191515234364674,0.8481219,"human_impact"
