"term","estimate","std.error","statistic","p.value"
"(Intercept)",-2.95426195687224,0.496279872658854,-5.9528143687242,2.63570195058938e-09
"human_impact",-2.47814189476541,0.193828708838503,-12.7852159239743,1.98311273197063e-37
"log10(area)",1.77113752907541,0.092296504788306,19.1896489811585,4.51680026767743e-82
"depth",-6.06717360804997,0.249839384150137,-24.2842962036922,2.87263927986449e-130
"eutro",-1.35052803416955,0.186895322423331,-7.22612003691839,4.96988498303313e-13
"log10(RT)",-0.246972233613483,0.0780887935169147,-3.16271032616205,0.00156307779128878
