"term","estimate","std.error","statistic","p.value"
"(Intercept)",-2.89180983037867,0.496338688560049,-5.82628333642141,5.66753630638795e-09
"human_impact",-2.46015731219241,0.191033556347453,-12.8781422449042,5.97566563746733e-38
"log10(area)",1.73912346698722,0.0917792100854679,18.9489914477112,4.50127661461843e-80
"depth",-6.02898713604533,0.249721534545073,-24.1428403322467,8.8783860394528e-129
"eutro",-1.47091358941495,0.187165227043149,-7.85890420273333,3.87508447241189e-15
"log10(RT)",-0.191459984611646,0.076184470373797,-2.51311039733233,0.0119671879312153
