"term","estimate","std.error","statistic","p.value"
"(Intercept)",-2.7241664025231,0.491569067515202,-5.54177750909613,2.9941659318894e-08
"human_impact",-2.47392447718288,0.19162987353958,-12.9099102947115,3.9576183976602e-38
"log10(area)",1.67331369802442,0.0897669106448922,18.6406515051394,1.50397903063427e-77
"depth",-5.83944798599283,0.244772779197126,-23.8566069525651,8.64751613652984e-126
"eutro",-1.52468727779611,0.185477963524788,-8.22031495721236,2.02969430902713e-16
"log10(RT)",-0.162044090306953,0.0770034275279088,-2.10437503250388,0.0353457455795053
