"term","estimate","std.error","statistic","p.value"
"(Intercept)",-3.15319714984905,0.496045075794566,-6.35667463243791,2.06168035553002e-10
"human_impact",-2.51205317848637,0.191986914020566,-13.0845020938108,4.03797457338459e-39
"log10(area)",1.77110316922355,0.0920292133222142,19.2450104188388,1.55432197462758e-82
"depth",-6.07098834291097,0.251354008142665,-24.1531391831443,6.92057046660937e-129
"eutro",-1.46983442155783,0.187009412110268,-7.85968152603547,3.85111345522898e-15
"log10(RT)",-0.153891721603295,0.0760113618518548,-2.024588401708,0.0429096461979493
