"term","estimate","std.error","statistic","p.value"
"(Intercept)",-2.6881876842956,0.497890036556682,-5.39915942662082,6.69538564577335e-08
"human_impact",-2.57017836747444,0.194206364670164,-13.2342643447323,5.56388443645865e-40
"log10(area)",1.76071711750568,0.0926037984812582,19.0134437936909,1.31995817157169e-80
"depth",-6.22498828441348,0.253570232993001,-24.5493653215411,4.39302790469825e-133
"eutro",-1.66818703114328,0.189020123207226,-8.82544674523579,1.0902371536469e-18
"log10(RT)",-0.175273927011405,0.0775450046231611,-2.26028649895849,0.0238034753601403
