"term","estimate","std.error","statistic","p.value"
"(Intercept)",-3.10257136774587,0.498870915198225,-6.21918671388785,4.99738349030537e-10
"human_impact",-2.42145299739614,0.192228554006567,-12.5967393861445,2.20054855031201e-36
"log10(area)",1.78110253698117,0.0921778705353405,19.3224526303014,3.47729632569294e-83
"depth",-6.05210888652278,0.249665166628899,-24.2409021980971,8.24712843845898e-130
"eutro",-1.48474806489366,0.186369895441381,-7.96667327294102,1.63002878486542e-15
"log10(RT)",-0.198059950777112,0.0778686214964856,-2.54351428047369,0.0109743570924217
