"term","estimate","std.error","statistic","p.value"
"(Intercept)",-2.66889113231048,0.488270789073993,-5.46600614255881,4.60288393457492e-08
"human_impact",-2.37188919209227,0.189681386519834,-12.5045964478136,7.0456711604326e-36
"log10(area)",1.67909877821395,0.0899988721679718,18.6568868894281,1.11013174471021e-77
"depth",-5.8377431371752,0.24492500439765,-23.8348189542024,1.45520663974072e-125
"eutro",-1.43082094515514,0.183767804080746,-7.78602624280393,6.91495933065333e-15
"log10(RT)",-0.227294562763664,0.0767535724937311,-2.96135483181878,0.00306288844177459
