"term","estimate","std.error","statistic","p.value"
"(Intercept)",-2.90777951981232,0.491773898114106,-5.91283825954022,3.36262338593444e-09
"human_impact",-2.4871644615907,0.194291255724436,-12.8012166698755,1.61402459690578e-37
"log10(area)",1.73199075226244,0.0902043069798891,19.2007544900111,3.64755068491752e-82
"depth",-5.97942420771673,0.246930548182126,-24.2150039828468,1.54620888004952e-129
"eutro",-1.45846099351068,0.185502704490542,-7.86220878836318,3.77418248940442e-15
"log10(RT)",-0.185731260636558,0.0770823402574158,-2.40951766664466,0.0159736226805231
