"term","estimate","std.error","statistic","p.value"
"(Intercept)",-2.73211778622512,0.487094015266076,-5.60901530422766,2.03481031509272e-08
"human_impact",-2.51163292715932,0.191497553930328,-13.1157441732813,2.67543044570118e-39
"log10(area)",1.63583064959251,0.089170890700658,18.3448952538099,3.6262484781074e-75
"depth",-5.72309075348467,0.243154564571812,-23.5368427632147,1.71213710059473e-122
"eutro",-1.29157562522058,0.183919143097957,-7.02251871917799,2.17903798337477e-12
"log10(RT)",-0.165057673245742,0.0758975629291157,-2.17474273053928,0.0296494008521737
