"term","estimate","std.error","statistic","p.value"
"(Intercept)",-3.23369264065781,0.491005578895928,-6.58585722779172,4.52268271522281e-11
"human_impact",-2.45980012968464,0.191867269655072,-12.8203217469385,1.26175851001512e-37
"log10(area)",1.78450355479408,0.0915576307311231,19.4904951181473,1.32195837622267e-84
"depth",-5.92407158072348,0.246338982913135,-24.0484535198899,8.66463500275741e-128
"eutro",-1.3864446924473,0.183106049623376,-7.57181259329784,3.68052174204792e-14
"log10(RT)",-0.218672547880984,0.0763462697227321,-2.8642204612634,0.00418036949337126
